SURVEY,SURVEY,,NPS,NPS_TOELICHTING,GESLACHT,LEEFTIJD,ABOJAREN,CREATIE_DT,SUBSCRIPTION_KEY,TITEL_TEKST,ABO_TYPE,ELT_PROEF_GEHAD,EXIT_OPZEGREDEN
ELT_Magazines,ELT_Magazines,,8,Ben blij met de Libelle en zou het aanraden aan een vriendin,Vrouw,45-54,1-2 maanden,7/14/2025,SAP_LIBEL_41270821_10,Libelle,Compleet,Nee,
EXIT_Magazines,EXIT_Magazines,,8,n.v.t.,Vrouw,75 jaar of ouder,1-2 jaar,7/14/2025,SAP_LIBEL_40640743_10,Libelle,Compleet,,n.v.t.
LLT_Nieuws,LLT_Nieuws,,8,"Het nieuws wordt duidelijk weergegeven,ook van de regio",Vrouw,75 jaar of ouder,Meer dan 30 jaar,7/14/2025,ARIA_BD_A1001259182,Brabants Dagblad,Compleet,,
EXIT_Magazines,EXIT_Magazines,,10,"Fantastisch blad, vroeger mee opgegroeid en nu zie ik dat jullie met de tijd zijn meegegaan, echt leuk!",Vrouw,65-74,Minder dan 6 maanden,7/7/2025,SAP_DONAL_40981755_10,Donald Duck,Compleet,,Financieel en wij gingen 2 maanden op de camping.
LLT_Magazines,LLT_Magazines,,8,Actuele informatie en leuke tests,Man,Beantwoord ik liever niet,Weet ik niet,8/4/2025,SAP_AUTOW_41194315_10,AutoWeek,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Fijne krant met ook regionaal nieuws! Vooral de zaterdagkrant vind ik fijn,Vrouw,65-74,6-10 jaar,5/19/2025,ARIA_AD_A1002415298,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,4,Te weinig nieuws over schouwen duiveland,Vrouw,55-64,11-20 jaar,5/6/2025,ARIA_PZ_A1002973830,de PZC,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,prettige krant met voor mij voldoende onafhankelijk nieuwsfeiten en interessante columns,Vrouw,65-74,Meer dan 30 jaar,6/9/2025,ARIA_TR_A1000339159,Trouw,Compleet,,
ELT_Nieuws,ELT_Nieuws,,5,Ik erger me aan colummisten Tony v/der Meulen en Petra Biest metern na de voorpagina op pagina 2. Keer op keer wordt mij als abonnee hun politieke af- en voorkeur opgedrongen. Tot op het flauwe af. Ook vaak op pagina 3 totaal irrelevante artikelrn b.v. da,Man,55-64,5-6 maanden,3/10/2025,ARIA_ED_A1003638325,het ED,Digital Only,Ja,
LLT_Nieuws,LLT_Nieuws,,6,Een mens moet zelf beslissen welke krant hij feest.,Vrouw,65-74,11-20 jaar,6/9/2025,ARIA_AD_A1002498013,het AD,Digitaal Basis,,
EXIT_Nieuws,EXIT_Nieuws,,8,omdat ik de volkskrant een goede krant vind,Man,75 jaar of ouder,3-5 jaar,1/20/2025,ARIA_VK_A1001097661,de Volkskrant,Compleet,,"Na 3 jaar Volkskrant was ik toe aan het Handelsblad, een krant die ik vele jaren gelezen heb maar die pas vrij recent als ochtendkrant beschikbaar is"
LLT_Nieuws,LLT_Nieuws,,7,de krant is top; de bezorging laat te wensen over.,Man,65-74,11-20 jaar,8/4/2025,ARIA_DM_A1003623982,De Morgen,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Goede krant,Man,65-74,Meer dan 30 jaar,5/26/2025,ARIA_TR_A1000957759,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,25-34,Minder dan 6 maanden,3/18/2025,ARIA_DM_A1003384361,De Morgen,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,10,Het is nog steeds mijn favoriete krant,Vrouw,65-74,11-20 jaar,5/13/2025,ARIA_TR_A1000412842,Trouw,Digital Only,,Financieel
LLT_Nieuws,LLT_Nieuws,,10,"Prettig leesbare artikelen, brede analyse, diversiteit in onderwerpen",Vrouw,65-74,3-5 jaar,7/21/2025,ARIA_VK_A1003114367,de Volkskrant,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,7,"ik ben er tevreden mee. Onlangs door verkeerde levering Het Nieuwsblad moeten lezen, dat viel zeer goed mee, maar de gewoonte doet ook wat.",Man,75 jaar of ouder,21-30 jaar,6/9/2025,ARIA_HLN_A1003245038,Het Laatste Nieuws,Zaterdag+ (Hybride),,
LLT_Magazines,LLT_Magazines,,7,n.v.t.,Beantwoord ik liever niet,55-64,3-5 jaar,7/7/2025,SAP_AUTOW_36317038_10,AutoWeek,Compleet,,
ELT_Nieuws,ELT_Nieuws,,7,zie weinig lokaal nieuws uit de Achterhoek veel Zuid gerelateerd,Man,65-74,Minder dan 1 maand,8/18/2025,ARIA_DG_A1004115727,de Gelderlander,Digital Only,Ja,
LLT_Nieuws,LLT_Nieuws,,8,"Veel achtergrondinformatie, veel gespreksstop en leesplezier. Ik blijf bij.",Vrouw,55-64,Meer dan 30 jaar,6/30/2025,ARIA_VK_A1002209018,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,Ik lees Trouw al mijn hele leven en ben blij met hun berichtgeving,Vrouw,75 jaar of ouder,Meer dan 30 jaar,6/9/2025,ARIA_TR_A1001514732,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Tevreden,Man,55-64,21-30 jaar,5/13/2025,ARIA_HLN_A1002075347,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,0,Omdat de krant heel vaak niet bezorgd wordt,Beantwoord ik liever niet,65-74,3-5 jaar,2/10/2025,ARIA_BS_A1000277960,BN DeStem,Compleet,,
ELT_Nieuws,ELT_Nieuws,,6,"Prima krant  Irritant veel reclame mails ondanks afmelding hiervoor, pas na meerdere klachten (en dreigen met opzegging) werd dit eindelijk minder.",Man,35-44,Minder dan 1 maand,7/28/2025,ARIA_TT_A1004043214,Tubantia,Digital Only,Nee,
ELT_Nieuws,ELT_Nieuws,,8,n.v.t.,Vrouw,75 jaar of ouder,1-2 maanden,1/6/2025,ARIA_ED_A1003383763,het ED,Compleet,Weet ik niet,
LLT_Nieuws,LLT_Nieuws,,5,ik beveel no0it iets aan,Vrouw,75 jaar of ouder,Meer dan 30 jaar,3/10/2025,ARIA_AD_A1000484721,het AD,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,Ik vind het een heel fijne krant met rustige toon en goede nieuwsgaring,Vrouw,75 jaar of ouder,3-5 jaar,2/3/2025,ARIA_TR_A1000973107,Trouw,Zaterdag+ (Hybride),,Finncieel.
EXIT_Nieuws,EXIT_Nieuws,,5,n.v.t.,Vrouw,55-64,Meer dan 30 jaar,7/28/2025,ARIA_VK_A1000776810,de Volkskrant,Zaterdag+ (Hybride),,"De toon en onderwerpen spraken me steeds minder aan, terwijl de prijs steeds hoger werd"
LLT_Nieuws,LLT_Nieuws,,8,prettig leesbaar,Man,75 jaar of ouder,Meer dan 30 jaar,5/6/2025,ARIA_AD_A1002616862,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Fijne krant,Vrouw,75 jaar of ouder,3-5 jaar,6/9/2025,ARIA_HP_A1003604276,Het Parool,Compleet,,
ELT_Nieuws,ELT_Nieuws,,7,te weinig lokale sportinfo,Man,65-74,1-2 maanden,4/21/2025,ARIA_HLN_A1003782730,Het Laatste Nieuws,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,8,"Prettige krant, gevarieerd",Man,55-64,11-20 jaar,7/21/2025,ARIA_VK_A1000350774,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Prettige krant,Man,75 jaar of ouder,Meer dan 30 jaar,8/4/2025,ARIA_AD_A1000434735,het AD,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,n.v.t.,Man,55-64,Meer dan 30 jaar,1/6/2025,ARIA_ED_A1000688590,het ED,Compleet,,Overlijden van de abonnementhouder
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,75 jaar of ouder,11-20 jaar,4/21/2025,ARIA_TR_A1001316742,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,6,n.v.t.,Man,65-74,11-20 jaar,6/23/2025,ARIA_HP_A1000926208,Het Parool,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,55-64,Meer dan 30 jaar,2/17/2025,ARIA_VK_A1000170123,de Volkskrant,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,8,"Het is een fijne krant , plaatselijk nieuws is ook goed.",Vrouw,65-74,6-10 jaar,5/19/2025,ARIA_BD_A1003571682,Brabants Dagblad,Digital Only,,
ELT_Magazines,ELT_Magazines,,7,Ik lees meestal de helft van het magazine,Vrouw,65-74,1-2 maanden,7/7/2025,SAP_LIBEL_41254383_10,Libelle,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,9,n.v.t.,Man,55-64,Meer dan 30 jaar,7/21/2025,ARIA_VK_A1000348807,de Volkskrant,Compleet,,
LLT_Magazines,LLT_Magazines,,7,Fijn blad om te lezen maar heb weleens het gevoel dat verschillende journalisten iets te overtuigd van zichzelf zijn.,Man,35-44,3-5 jaar,7/28/2025,SAP_AUTOW_41169424_10,AutoWeek,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,Is een goede krant,Vrouw,45-54,6-10 jaar,6/16/2025,ARIA_DM_A1001644361,De Morgen,Digitaal Basis,,Prijs ging drastig omhoog en kon niet meer gedeeld worden
LLT_Nieuws,LLT_Nieuws,,7,Op zich tevreden met het aanbod aan artikelen. Twee aandachtspunten: 1) te veel taal- en grammaticafouten in de teksten; 2) sommige artikelen zijn wel heel kort en zou wel iets meer body mogen hebben De premium artikelen zijn over het algemeen van goed ni,Man,45-54,3-5 jaar,6/9/2025,ARIA_AD_A1000241144,het AD,Digitaal Basis,,
EXIT_Nieuws,EXIT_Nieuws,,0,Het abonnement heb ik opgezegd. Dit is door jullie bevestigt. Beëindiging per 3 januari 2025 (is een vrijdag). Al veel eerder betaald t.m. 31-12-2024. Had een abonnement voor de zaterdag krant. Alles dus betaald. Wel betalingsherinneringen. Hier een aanta,Beantwoord ik liever niet,Beantwoord ik liever niet,Weet ik niet,1/27/2025,ARIA_ST_A1001424274,de Stentor,print-only,,werd niet meer gelezen
LLT_Nieuws,LLT_Nieuws,,8,Goede krant maar niet geschikt voor mensen die alleen plaatjes kijken.,Man,65-74,1-2 jaar,3/10/2025,ARIA_VK_A1001437938,de Volkskrant,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,3,Te links / weinig gebalanceerde nieuws.,Man,35-44,3-5 jaar,8/11/2025,ARIA_ST_A1002318425,de Stentor,Digitaal Basis,,Te eenzijdig links
LLT_Nieuws,LLT_Nieuws,,9,Meestal de artikelen genuanceerd en origineel,Man,65-74,Meer dan 30 jaar,7/28/2025,ARIA_TR_A1000927776,Trouw,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,75 jaar of ouder,3-5 jaar,1/27/2025,ARIA_TR_A1002705801,Trouw,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,7,redelijk goede krant,Man,65-74,6-10 jaar,7/7/2025,ARIA_HP_A1000977125,Het Parool,Zaterdag+ (Hybride),,dat ik de krant de laatste jaren niet of nauwelijks las
LLT_Nieuws,LLT_Nieuws,,4,Niet het verwachte resultaat.,Vrouw,Beantwoord ik liever niet,6-12 maanden,1/13/2025,ARIA_PZ_A1003171644,de PZC,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,0,Te duur,Vrouw,75 jaar of ouder,Meer dan 30 jaar,3/24/2025,ARIA_BD_A1000575041,Brabants Dagblad,Compleet,,Te duur
EXIT_Nieuws,EXIT_Nieuws,,0,"Ik heb meerdere keren duidelijk gezegd wat het probleem was en er werd niets mee gedaan. Ik heb daarna meerdere keren laten weten dat ik hierom opgezegd heb, en er wordt totaal niet geluisterd. Natuurlijk raad ik de krant dan aan niemand aan.",Vrouw,55-64,1-2 jaar,5/26/2025,ARIA_VK_A1000809445,de Volkskrant,Digitaal Basis,,Bewegende elementen op de website waardoor die niet goed te lezen is.
LLT_Magazines,LLT_Magazines,,2,Margriet is mijn guilty pleasure en mijn vrienden zijn zeker niet geïnteresseerd in 'dames'bladen,Vrouw,65-74,Weet ik niet,8/11/2025,SAP_MARGR_3134135_10,Margriet,Compleet,,
LLT_Magazines,LLT_Magazines,,9,Leuk en ontspannend,Man,65-74,3-5 jaar,7/7/2025,SAP_DONAL_39915414_10,Donald Duck,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,10,"Ik het een prima krant , Alleen het bezorgen was niet goed",Man,55-64,6-10 jaar,5/6/2025,ARIA_AD_A1002874237,het AD,Compleet,,Bezorging altijd pas na 8 uur
LLT_Magazines,LLT_Magazines,,10,Kinderen lezen de Donald Duck erg graag. Het helpt hen beter te leren lezen,Vrouw,45-54,Minder dan 6 maanden,7/21/2025,SAP_DONAL_40833897_10,Donald Duck,Compleet,,
LLT_Magazines,LLT_Magazines,,8,n.v.t.,Man,75 jaar of ouder,Meer dan 30 jaar,8/25/2025,SAP_VRONI_37175696_20,Veronica Superguide,Compleet,,
EXIT_Magazines,EXIT_Magazines,,3,geen interesse,Man,75 jaar of ouder,Minder dan 6 maanden,7/28/2025,SAP_DONAL_41009486_10,Donald Duck,Compleet,,geen lezers
LLT_Nieuws,LLT_Nieuws,,6,Het is dit wat niet voor iedereen toegankelijk maakt,Vrouw,55-64,3-5 jaar,1/27/2025,ARIA_AD_A1001021088,het AD,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,5,Erg duur en maar weinig in ons gezin kunnen digitaal meelezen,Man,65-74,6-10 jaar,8/25/2025,ARIA_ST_A1000379141,de Stentor,Compleet,,
LLT_Magazines,LLT_Magazines,,8,"Staat iedere week goede informatie in, leuke en gezellige onderwerpen gewoon top",Vrouw,55-64,6-12 maanden,7/28/2025,SAP_MARGR_41146782_10,Margriet,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Goede betrouwbare veelzijdige artikelen,Vrouw,75 jaar of ouder,21-30 jaar,3/10/2025,ARIA_VK_A1000306294,de Volkskrant,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,6,"De kwaliteit van de krant is top, de kwaliteit van klantenservice en het oppakken van bezorgklachten ver ondermaats",Man,25-34,6-10 jaar,3/18/2025,ARIA_VK_A1002641918,de Volkskrant,Zaterdag+ (Hybride),,Na verhuizing werd de krant niet meer bezorgd op het nieuwe adres. Na 8 bezorgklachten en drie telefoontjes naar de klantenservice werd ik niet geholpen en was er geen uitzicht op wanneer het probleem verholpen zou zijn. Twee keer is er toegezegd dat er c
LLT_Nieuws,LLT_Nieuws,,8,Als mensen geïnteresseerd zijn in achtergronden bij het nieuws en het nieuws uit eigen regio is het AD aan te bevelen,Vrouw,25-34,3-5 jaar,8/25/2025,ARIA_AD_A1001163805,het AD,Digital Only,,
LLT_Magazines,LLT_Magazines,,8,omdat de meeste mensen tegenwoordig geen gids meer willen aanschaffen. Zelf maak ik er veel gebruik van met tevredenheid.,Man,75 jaar of ouder,Meer dan 30 jaar,7/14/2025,SAP_VRONI_17496523_10,Veronica Superguide,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,"Goede krant, de verhoogde prijs is voor mij een belemmering.",Man,65-74,1-2 jaar,4/21/2025,ARIA_VK_A1002772260,de Volkskrant,Compleet,,De verhoogde prijs.
LLT_Nieuws,LLT_Nieuws,,9,Objectiefe berichten,Man,75 jaar of ouder,Meer dan 30 jaar,7/14/2025,ARIA_DG_A1001527088,de Gelderlander,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Vrouw,75 jaar of ouder,Meer dan 30 jaar,1/13/2025,ARIA_TR_A1000515934,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Vrouw,35-44,6-10 jaar,6/16/2025,ARIA_VK_A1000243701,de Volkskrant,Digitaal Basis,,
ELT_Nieuws,ELT_Nieuws,,8,n.v.t.,Man,65-74,Minder dan 1 maand,3/24/2025,ARIA_VK_A1003683112,de Volkskrant,Digital Only,Nee,
ELT_Nieuws,ELT_Nieuws,,8,Ik vin?d het een fijne krant maar snap als mensen inde omgeving het te duur vinden,Vrouw,65-74,1-2 maanden,2/24/2025,ARIA_BD_A1003600044,Brabants Dagblad,Compleet,Ja,
ELT_Nieuws,ELT_Nieuws,,7,Dat abonnement werd ons opgedrongen in een winkel bij sluitingstijd,Man,75 jaar of ouder,1-2 maanden,7/21/2025,ARIA_HLN_A1003980521,Het Laatste Nieuws,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,65-74,Meer dan 30 jaar,5/26/2025,ARIA_VK_A1000774430,de Volkskrant,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,6,"Lees AD hoofdzakelijk om het Haagse nieuws, de sport en de puzzels",Man,65-74,3-5 jaar,8/4/2025,ARIA_AD_A1000872801,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,"zou wat meer lokaal nieuws willen zien, eerste pagina's is AD.",Man,65-74,Meer dan 30 jaar,3/18/2025,ARIA_ST_A1002981187,de Stentor,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,goede informatie waarbij diverse standpunten goed belicht worden vind veel integriteit in de artikelen,Vrouw,65-74,6-10 jaar,7/21/2025,ARIA_TR_A1002503266,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Interessante artikels en zo.,Vrouw,55-64,3-5 jaar,6/2/2025,ARIA_DM_A1002848706,De Morgen,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,6,Veel te duur,Vrouw,75 jaar of ouder,1-2 jaar,6/16/2025,ARIA_ED_A1002877298,het ED,Compleet,,Te duur en geeen zin meer om te lezen
LLT_Nieuws,LLT_Nieuws,,7,30% is voor ons niet interessant,Man,75 jaar of ouder,Meer dan 30 jaar,7/21/2025,ARIA_VK_A1001561218,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,het is de enige krant links van het midden,Vrouw,65-74,Meer dan 30 jaar,6/23/2025,ARIA_VK_A1000374384,de Volkskrant,Compleet,,
ELT_Nieuws,ELT_Nieuws,,1,Moet iedereen zelf weten,Man,45-54,1-2 maanden,3/31/2025,ARIA_BS_A1003685261,BN DeStem,Zaterdag+ (Hybride),Nee,
LLT_Nieuws,LLT_Nieuws,,7,"het AD heeft een wat mindere blind linkse kijk op de gebeurtenissen in de wereld dan andere kranten, behalve de telegraaf natuurlijk.",Vrouw,75 jaar of ouder,Meer dan 30 jaar,1/13/2025,ARIA_AD_A1001177434,het AD,Digital Only,,
ELT_Nieuws,ELT_Nieuws,,9,n.v.t.,Man,55-64,1-2 maanden,4/28/2025,ARIA_HLN_A1003821627,Het Laatste Nieuws,Digitaal Basis,Nee,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Vrouw,75 jaar of ouder,Meer dan 30 jaar,8/18/2025,ARIA_TR_A1002858640,Trouw,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,7,"Prettig ,met zorg gemaakt",Man,75 jaar of ouder,Meer dan 30 jaar,3/10/2025,ARIA_HP_A1001165341,Het Parool,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,4,n.v.t.,Vrouw,35-44,3-5 jaar,5/6/2025,ARIA_VK_A1001014068,de Volkskrant,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,10,goede kwaliteitskrant,Man,55-64,Weet ik niet,2/10/2025,ARIA_TR_A1001487282,Trouw,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,0,Omdat je tegenwoordig maar op 3 apparaten de krant kunt lezen en hierdoor elke keer een melding krijgt dat je op teveel apparaten de krant leest. Maar als je beide op je telefoon en op de laptop de krant leest zit je direct over het toegestane aantal. Dus,Vrouw,45-54,1-2 jaar,8/4/2025,ARIA_ST_A1000146837,de Stentor,Digitaal Basis,,Te weinig apparaten op 1 abonnement.
LLT_Magazines,LLT_Magazines,,8,vind het goed,Vrouw,75 jaar of ouder,1-2 jaar,8/11/2025,SAP_DA_40328056_10,Dag Allemaal,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Goede krant alleen wordt de zaterdagkrant vaak niet of te laat bezorgd,Man,65-74,1-2 jaar,7/7/2025,ARIA_HP_A1002932116,Het Parool,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,"Goede krant, lees hem al jaren",Man,65-74,Weet ik niet,3/10/2025,ARIA_VK_A1003056248,de Volkskrant,Digital Only,,
LLT_Magazines,LLT_Magazines,,8,Actueel en vlot leesbaar,Vrouw,45-54,6-10 jaar,7/2/2025,SAP_HM_41129407_10,Humo,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,5,"Verandering van lay-out, voortdurende wisseling colomnisten",Vrouw,75 jaar of ouder,Meer dan 30 jaar,7/7/2025,ARIA_TR_A1000374445,Trouw,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,4,Woon niet meer in Zeeland,Vrouw,65-74,21-30 jaar,5/19/2025,ARIA_PZ_A1000474517,de PZC,Digital Only,,Veehuizing naar Gelderland
EXIT_Nieuws,EXIT_Nieuws,,5,n.v.t.,Man,65-74,1-2 jaar,6/23/2025,ARIA_HLN_A1002357336,Het Laatste Nieuws,Digitaal Basis,,Wilde eens vergelijken
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,65-74,3-5 jaar,8/4/2025,ARIA_TR_A1000999062,Trouw,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,5,"Het is een krant met interessante artikelen, maar vaak erg links en gepolitiseerd. Ik geef de voorkeur aan neutralere informatie waarmee ik mijn eigen mening kan vormen.",Vrouw,55-64,3-5 jaar,5/19/2025,ARIA_DM_A1001755061,De Morgen,print-only,,Reeds gezegd
EXIT_Nieuws,EXIT_Nieuws,,0,Weinig te vertellen uiterst linkse en eenzijdige artikelen en te veel collums,Vrouw,75 jaar of ouder,11-20 jaar,7/28/2025,ARIA_VK_A1000353707,de Volkskrant,Compleet,,Weinig interessant nieuws Veel te veel grote foto’s om pagina s te vullen  Veel te veel oninteressante verhalen en collums
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,75 jaar of ouder,Meer dan 30 jaar,5/6/2025,ARIA_TR_A1003396180,Trouw,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,Goeie krant,Man,75 jaar of ouder,Weet ik niet,8/4/2025,ARIA_BD_A1002576960,Brabants Dagblad,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,om uw helder en degelijkheid,Man,65-74,1-2 maanden,1/13/2025,ARIA_AD_A1003456119,het AD,Digital Only,Nee,
EXIT_Nieuws,EXIT_Nieuws,,8,Het is een informatieve krant,Vrouw,75 jaar of ouder,6-12 maanden,5/6/2025,ARIA_AD_A1002897443,het AD,Zaterdag+ (Hybride),,Ik lees het niet. Jammer van het geld .
EXIT_Nieuws,EXIT_Nieuws,,2,Ontevreden over kwaliteit van de journalistiek inhoud. Er wordt voortdurend een kant van een verhaal belicht en dat begint te storen.,Man,65-74,Meer dan 30 jaar,3/18/2025,ARIA_ED_A1001260032,het ED,Compleet,,Zie eerdere opmerking over journalistieke/redactionele kwaliteit. Laatste tijd is dit toegenomen.
LLT_Nieuws,LLT_Nieuws,,0,"de mensen zijn ZO eigengereid en op zichzelf gericht dat iets aan bevelen, wat ik vaker enthousiast geprobeerd heb, TOTAAL out of the question is.  HET LIGT DUS NIET AAN DE KRANT!!!",Vrouw,65-74,Meer dan 30 jaar,3/31/2025,ARIA_ST_A1003235522,de Stentor,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Goede amsterdamse kranr,Man,65-74,Meer dan 30 jaar,5/13/2025,ARIA_HP_A1002277398,Het Parool,Compleet,,
EXIT_Magazines,EXIT_Magazines,,6,Ik las maar de helft,Beantwoord ik liever niet,Beantwoord ik liever niet,6-12 maanden,7/28/2025,SAP_MARGR_40682561_10,Margriet,Compleet,,Ik las maar de helft
LLT_Nieuws,LLT_Nieuws,,5,"Als ik een kritische reactie wil plaatsen, zie ik er niks van. Vooral op gemeentelijk vlak kijken jullie opzij.",Man,65-74,3-5 jaar,5/19/2025,ARIA_HLN_A1001634227,Het Laatste Nieuws,Digitaal Basis,,
LLT_Nieuws,LLT_Nieuws,,8,Goede geloofwaardige krant,Vrouw,75 jaar of ouder,6-10 jaar,4/21/2025,ARIA_TR_A1001015774,Trouw,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,65-74,6-12 maanden,6/23/2025,ARIA_BD_A1003618812,Brabants Dagblad,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,7,Fijne krant,Vrouw,45-54,3-5 jaar,3/24/2025,ARIA_ST_A1000034363,de Stentor,Digital Only,,De prijs
EXIT_Nieuws,EXIT_Nieuws,,0,"De weergave van het nieuws is te eenzijdig en in sommige gevallen onjuist. Na jarenlang abonnee te zijn geweest, wil ik me nu distantiëren van Trouw.",Vrouw,75 jaar of ouder,Meer dan 30 jaar,1/6/2025,ARIA_TR_A1000518984,Trouw,Compleet,,Zie boven.  Daarbij komen nog de onware beschuldigingen van Christenen voor Israël.
LLT_Nieuws,LLT_Nieuws,,8,Al 53 jaar geabonneerd. Ik vind het nog altijd een goede krant.,Vrouw,75 jaar of ouder,Meer dan 30 jaar,6/23/2025,ARIA_TR_A1002484173,Trouw,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,6,n.v.t.,Man,65-74,1-2 jaar,7/21/2025,ARIA_HLN_A1001581822,Het Laatste Nieuws,Digitaal Basis,,Kwamen er niet om te lezen
LLT_Nieuws,LLT_Nieuws,,8,Fijne krant met lekker veel Amsterdams nieuws. Ik ben ook fan van de Parool Podcast.,Vrouw,55-64,6-10 jaar,6/2/2025,ARIA_HP_A1000856907,Het Parool,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,65-74,3-5 jaar,7/21/2025,ARIA_TR_A1003703844,Trouw,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,0,elk jaar werd De Morgen rechtser en rechtser,Man,65-74,Meer dan 30 jaar,5/19/2025,ARIA_DM_A1002070081,De Morgen,Compleet,,"het is bijna een NVA-krant geworden bijdragen van Marc Elchardus, Luckas Van der Taelen, Maarten Boudry... zijn echt beneden alles het is een krant voor witte middenklasse burgers"
LLT_Nieuws,LLT_Nieuws,,8,"Goede informatie, ook regionaal.",Man,75 jaar of ouder,Weet ik niet,6/23/2025,ARIA_AD_A1000693026,het AD,Zaterdag+ (Hybride),,
LLT_Magazines,LLT_Magazines,,8,n.v.t.,Vrouw,65-74,21-30 jaar,7/7/2025,SAP_LIBEL_3556018_20,Libelle,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,n.v.t.,Man,65-74,Meer dan 30 jaar,7/7/2025,ARIA_BD_A1001545074,Brabants Dagblad,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,"De focus op achtergrond en zingeving, nieuws over duurzaamheid, de puzzel én Tijdgeest",Man,55-64,11-20 jaar,4/28/2025,ARIA_TR_A1001171384,Trouw,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,Ik vind het hln goed maar iedereen zijn eigen keuze,Man,75 jaar of ouder,Meer dan 30 jaar,5/6/2025,ARIA_HLN_A1003369863,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,0,Vanwege de uitgesproken anti Israël houding.,Man,65-74,Meer dan 30 jaar,5/26/2025,ARIA_TR_A1000195972,Trouw,Digital Only,,
